Outlet Code,Outlet Name,Sap No,Freezer Model,SCAN Location Latitude,SCAN Location Longitude
HUL-I134490P10076-P10076,Golden Icecream,400100385702,W225G - WESTERN 225L GLASSTOP,19.2367971,72.8693494
HUL-I10A438P12734195-P12734195,Mahalaxmi Dairy,30153156,W425G - WESTERN 425L GLASSTOP,19.7921189,72.7583542
HUL-I134490P2876-P2876,AARAV SUPER MART (AND-W),30002156,VT3 - NUCAB 400L GLASSTOP,19.1267982,72.8337819
HUL-I10C032P6269-P6269,Shri Sign Kripa Kirana Store,400100368426,W325G - WESTERN 325L GLASSTOP,19.2511116,73.1321712
HUL-I10C159P3080-P3080,MS SHIV SHAKTI KRUPA DAIRY,400100286460,W325G - WESTERN 325L GLASSTOP,19.0526661,73.0146345
HUL-I10A438P12736168-P12736168,OM KOTESHWAR DAIRY FARM,30114201,W425G - WESTERN 425L GLASSTOP,19.7920756,72.7583729
HUL-I190034P1914-P1914,SHRI KRISHNA DAIRY (ROC),400100126103,VT3 - NUCAB 400L GLASSTOP,19.2283806,72.9804438
HUL-I134490P9231-P9231,Aastika Healthcare,30100547,W425G - WESTERN 425L GLASSTOP,19.1275111,72.8310538
HUL-I134490P10137-P10137,Mahalaxmi General Store,400100384556,W225G - WESTERN 225L GLASSTOP,19.2348468,72.8702177
HUL-I10C058P952-P952,JAY BHAWANI MEDICAL AND GENERAL STORE,400100333146,W325G - WESTERN 325L GLASSTOP,19.7917893,72.7593373
HUL-I10C159P3831-P3831,SANVI MEDICAL CHEMIST & DRUGGIST,400100319180,W425G - WESTERN 425L GLASSTOP,19.0523667,73.0143359
HUL-I10C162P3489-P3489,Mumbra Devi Medical,400100374981,W425G - WESTERN 425L GLASSTOP,19.1865611,73.0474837
HUL-I170107P1373-P1373,WELLNESS FOREVER PHARMACY (AND-W),400100348451,W325G - WESTERN 325L GLASSTOP,19.12846,72.8256503
HUL-I134897P16159-P16159,BAKE & TAKE THE,400100333149,W325G - WESTERN 325L GLASSTOP,19.0905083,72.9133949
HUL-I134897P5006-P5006,METRO MEDICAL & GENERAL STORES,30051631,W425G - WESTERN 425L GLASSTOP,19.0526397,72.9340847
HUL-I10C159P3988-P3988,SUJATA  KIRANA STORE,30114352,W325G - WESTERN 325L GLASSTOP,19.0523146,73.014268
HUL-I10C162P1674-P1674,Patel Dairy,400100265697,W425G - WESTERN 425L GLASSTOP,19.234506,72.9891266
HUL-I133959P627-P627,HEERA KIRANA AND GENERAL STORES(MANKHURD),30153194,W325G - WESTERN 325L GLASSTOP,19.0527006,72.9339244
HUL-I134897P15558-P15558,Grofru India Private Limited,400100265638,W425G - WESTERN 425L GLASSTOP,19.2343423,72.9885445
HUL-I10C058P823-P823,Maa ashapura super market,400100215528,W325G - WESTERN 325L GLASSTOP,19.7917445,72.7594196
HUL-I10C162P2908-P2908,NEW FEMOUS BEKARY AND DAIRY,400100372123,W425G - WESTERN 425L GLASSTOP,19.1865873,73.0496653
HUL-I134490P9704-P9704,Mudra Foods & Services,400100123569,CC3 - NUCAB 400L HARDTOP,19.1279926,72.8364059
HUL-I170107675-675,SHREE KRISHNA DUGDALAYA (AND-W),30034467,VT4 - NUCAB 450L GLASSTOP,19.1283594,72.8375505
HUL-I134897P15729-P15729,RAJ MEDICAL,30057076,XS230 - XING XING 200L GLASSTOP,19.0901322,72.9163128
HUL-I10C032P5834-P5834,Dhanlaxmi Dairy & General Store (Diwa),400100333167,W325G - WESTERN 325L GLASSTOP,19.1884394,73.052348
HUL-I190034P10515-P10515,SAWANT DHANYA BHANDAR,400100215732,W325G - WESTERN 325L GLASSTOP,19.2352135,72.9828766
HUL-I170105P5750-P5750,SURAJ SUPER MARKET (NERUL),30148760,W425G - WESTERN 425L GLASSTOP,19.0501997,73.0146572
HUL-I170107P3460-P3460,RETAIL CONCEPT,400100230980,W425G - WESTERN 425L GLASSTOP,19.0568052,72.8393417
HUL-I170108290-P2445,INDIA   COLD DRINKS,30025733,VT4 - NUCAB 450L GLASSTOP,18.9626384,72.8373087
HUL-I134490P2654-P2654,SHIV SAGAR DAIRY (AND-W),400100324495,W525G - WESTERN 525L GLASSTOP,19.1356298,72.8368192
HUL-I134714P1287-P1287,RADHE SUPER STORE,30090286,W425G - WESTERN 425L GLASSTOP,19.2302933,72.8401874
HUL-I10C273P3221-P3221,PATEL DIARY (SECT 35),400100384300,W425G - WESTERN 425L GLASSTOP,19.0717479,73.0754276
HUL-I10C032P4297-P4297,New Shree Krishna Dairy,400100324837,W525G - WESTERN 525L GLASSTOP,19.2505364,73.1493017
HUL-I134859P727-P727,Green Apple Chemist,400100389641,W525G - WESTERN 525L GLASSTOP,19.0705024,73.0759602
HUL-I170105P3746-P3746,BABA GENERAL STORES,400100272871,W525G - WESTERN 525L GLASSTOP,19.0502673,73.0146533
HUL-I10C162P3903-P3903,JISWAL TRADERS,400100384512,W425G - WESTERN 425L GLASSTOP,19.1890677,73.0514923
HUL-I10C058P843-P843,Shree Ram Super Market,400100370157,W325G - WESTERN 325L GLASSTOP,19.7813263,72.7834162
HUL-I10C162P1892-P1892,SAI GANESH KIRANA GENERAL STORES,400100271115,W325G - WESTERN 325L GLASSTOP,19.251513,72.9848321
HUL-I133832P2123-P2123,ORANGE CHEMIST AND DRUGGIST (KH),400100389528,W525G - WESTERN 525L GLASSTOP,19.0691862,73.0705322
HUL-I170105P7540-P7540,SOCIETY SUPER MARKET,30032314,VT3 - NUCAB 400L GLASSTOP,19.049813,73.0151105
HUL-I10A341P3336-P3336,SAFA HIGH SCHOOL & JR COLLEGE,30114406,W325G - WESTERN 325L GLASSTOP,18.9607468,72.8333245
HUL-I134490P10095-P10095,Jitendra Kumar P Cafeteria (Plat 10),400100390075,W325G - WESTERN 325L GLASSTOP,19.2285821,72.8573549
HUL-I10C181P3557-P3557,Bhumi Chinese Corner,400100384457,W425G - WESTERN 425L GLASSTOP,19.1738657,73.2333542
HUL-I134714P1340-P1340,M/S AVENUE E-COMMERCE LIIMITED (BYCULLA),30038858,VT4 - NUCAB 450L GLASSTOP,18.9850755,72.8412104
HUL-I170108P3666-P3666,Grant Medical,400100292753,W425G - WESTERN 425L GLASSTOP,18.9619758,72.8325314
HUL-133060P2860-P2860,GODREG CONSUMER SOCIETY (VIKHROLI-W),400100249726,W525G - WESTERN 525L GLASSTOP,19.10545,72.9194227
HUL-I170107287-287,MOVIE TIME CINEMA,400100333183,W325G - WESTERN 325L GLASSTOP,19.0609563,72.8368435
HUL-I10C058P483-P483,PARAS FRUIT JUICE AND VEGETABLE,400100287618,W425G - WESTERN 425L GLASSTOP,19.7837236,72.7817833
HUL-I134490P10096-P10096,Dilip V. Mankame Tea Stall (PF 8),400100384557,W225G - WESTERN 225L GLASSTOP,19.2297625,72.8572953
HUL-I170105P1998-P1998,(Excl. - M) SHREE GANESH DUGHDHALAYA  (JAI GANESH),30077509,XS550 - XING XING 475L GLASSTOP,19.0494785,73.0168458
HUL-I10A341P5784-P5784,BYCULLA MINI MART AND PHARMACY,400100291543,W425G - WESTERN 425L GLASSTOP,18.9758787,72.8361826
HUL-I10C181P3196-P3196,Ms.Sarthak Medical,400100324482,W525G - WESTERN 525L GLASSTOP,19.1682244,73.2492007
HUL-I10A341P5579-P5579,FRK BY FAROOKH COLDDRINKS,30065583,XF282 - XING XING 300L HARDTOP,18.9618178,72.8308896
HUL-I133832P12631-P12631,Neelkanth Fine Foods,400100386347,W525G - WESTERN 525L GLASSTOP,19.048884,73.0706883
HUL-I170029P545-P545,BHAVESH  SUPER  MARKET,400100099744,VT3 - NUCAB 400L GLASSTOP,19.2595903,73.1281757
HUL-I10A341P4418-P4418,LOVE LANE MEDICAL AND GENERAL STORES,30148762,W425G - WESTERN 425L GLASSTOP,18.972386,72.8364373
HUL-I133832P1215-P1215,PRINCE MEDICO,400100339058,W425G - WESTERN 425L GLASSTOP,19.0578666,73.0808177
HUL-I134714P1145-P1145,BENZER SUPER MARKET,30131876,W425G - WESTERN 425L GLASSTOP,19.058469,72.834008
HUL-I170105P5589-P5589,KOYNA GREEN MART DUDH DAIRY,400100264759,W425G - WESTERN 425L GLASSTOP,19.0470495,73.0174552
HUL-I134897P16054-P16054,Hotel Zaika,400100293481,W425G - WESTERN 425L GLASSTOP,19.1023817,72.9169347
HUL-I10A451P9384-P9384,M.S EXOTIC FOOD AND SERVICE ( Ungli Chaat ),400100252597,W325G - WESTERN 325L GLASSTOP,19.1167047,72.8891481
HUL-I134897P5169-P5169,SWEET AROMA -THE CAKE HUB (MULUND-E),30148700,W425G - WESTERN 425L GLASSTOP,19.1023814,72.9169261
HUL-I170105P5572-P5572,SHRI KRISHNA CHEMIST & DRUGGIST (JUINAGAR),30153471,W425G - WESTERN 425L GLASSTOP,19.0472638,73.017404
HUL-I134490P10038-P10038,Shree Krishna Bhavan Hotel,400100359065,W325G - WESTERN 325L GLASSTOP,19.2314964,72.8610963
HUL-I134714P1091-P1091,PVR LTD BANDRA W,400100286669,W325G - WESTERN 325L GLASSTOP,19.0562716,72.8338256
HUL-I10C273P2375-P2375,BIKANER MITHAIWALA,400100324421,W525G - WESTERN 525L GLASSTOP,19.044054,73.0724
HUL-I10C058P448-P448,MAHARAJA DHABA AND CATERERS,400100264529,W325G - WESTERN 325L GLASSTOP,19.7970067,72.7622398
HUL-I134048P206-P206,INNA MEDICAL & GENERAL STORE,30113990,W425G - WESTERN 425L GLASSTOP,19.1216305,72.8911136
HUL-I10C058P809-P809,SHREE BHERUNATH CASSATTA,400100386055,W525G - WESTERN 525L GLASSTOP,19.797229,72.7622318
HUL-I10C058P548-P548,BIKANER SWEET AND NAMKEEN,400100384782,W425G - WESTERN 425L GLASSTOP,19.7852285,72.7691854
HUL-I133832P1937-P1937,RADHIKA SWEET&NAMKEEN(KHARGHAR),400100324490,W525G - WESTERN 525L GLASSTOP,19.0393645,73.0671273
HUL-I170105P7573-P7573,DHANVANTARI MEDICAL AND GENERAL STORE,30095727,W325G - WESTERN 325L GLASSTOP,19.0507025,73.0153304
HUL-I134490P9982-P9982,Cafe Naaz Restaurant,400100293782,W325G - WESTERN 325L GLASSTOP,19.244339,72.8642318
HUL-I10C273P3202-P3202,DATTAKRUPA ENTERPRISES ( WARNA ),400100370029,W325G - WESTERN 325L GLASSTOP,19.0369846,73.0597059
HUL-I10A451P9397-P9397,U.S.MEDICAL AND GENERAL STORE,400100265595,W425G - WESTERN 425L GLASSTOP,19.1221439,72.891412
HUL-I10C159P3899-P3899,Shree Siddhivinayak Kirana And General Store 2,400100333246,W325G - WESTERN 325L GLASSTOP,19.0517156,73.0158077
HUL-I133832P1939-P1939,VINAYAK GENERAL STORES(KHARGHAR),400100384730,W425G - WESTERN 425L GLASSTOP,19.0359494,73.0752347
HUL-I10A451P8772-P8772,SATKAR KITCHEN,30090061,W425G - WESTERN 425L GLASSTOP,19.1222117,72.8914719
HUL-I10C032P5915-P5915,Hari Om Tredars,30062241,W425G - WESTERN 425L GLASSTOP,19.2634935,73.1218795
HUL-I10A341P3346-P3346,A P STORE,30114326,W325G - WESTERN 325L GLASSTOP,18.9787319,72.8283749
HUL-I10C273P2592-P2592,OMKAR GENERAL STORE,400100325976,W325G - WESTERN 325L GLASSTOP,19.0168175,73.0884249
HUL-I10A341P3490-P3490,MUMBAI MEDICO AND GENERAL STORES,400100281886,W325G - WESTERN 325L GLASSTOP,18.9822234,72.8262312
HUL-I170105P7675-P7675,LIFE LINE MEDICO,400100380041,W425G - WESTERN 425L GLASSTOP,19.1314162,73.0004928
HUL-I170029P1049-P1049,BELLA   MEDICAL  &  GENERAL  STORES,30082052,W425G - WESTERN 425L GLASSTOP,19.1670211,73.0753097
HUL-I134897P12540-P12540,Ms Hotel Krish,400100382311,W425G - WESTERN 425L GLASSTOP,19.1208134,72.9394633
HUL-I10C181P3388-P3388,SIRVI SUPER MARKET,400100357210,W325G - WESTERN 325L GLASSTOP,19.1655946,73.230961
HUL-I170029P2368-P2368,HEALTH MART CHEMIST & LIFESTYLE,30130713,W425G - WESTERN 425L GLASSTOP,19.1632206,73.0746143
HUL-I10C159P4138-P4138,SHIV GURU KIRANA STORE,400100384456,W425G - WESTERN 425L GLASSTOP,19.1290538,72.9986378
HUL-I10C181P3240-P3240,Bherunath Icecream,400100339016,W525G - WESTERN 525L GLASSTOP,19.1501652,73.2464996
HUL-I10C032P5753-P5753,Janhvi Dhudh Dairy And Icecream,400100319296,W425G - WESTERN 425L GLASSTOP,19.2497606,73.1453853
HUL-I170105P7669-P7669,PURAB MART,400100338504,W525G - WESTERN 525L GLASSTOP,19.130728,72.9971599
HUL-I10C181P3660-P3660,Hotel Modern,400100267691,W425G - WESTERN 425L GLASSTOP,19.1493556,73.2465
HUL-I133832P2023-P2023,NEW AARTI DAIRY MILK & MILK  PRODUCTS,400100338579,W525G - WESTERN 525L GLASSTOP,19.0708508,73.079263
HUL-I10A304P2599-P2599,Moti Market,400100255849,W425G - WESTERN 425L GLASSTOP,19.14613,73.2466709
HUL-I170029P974-P974,SHRI MEWAD  ICECREAM &  GENERAL STORES,30002636,VT3 - NUCAB 400L GLASSTOP,19.1598087,73.0758711
HUL-I10C181P3351-P3351,Rohit Chemist Medical And General Store,400100374961,W425G - WESTERN 425L GLASSTOP,19.1431923,73.2449472
HUL-I10C273P3064-P3064,LAXMI SUPER MARKET,400100386339,W525G - WESTERN 525L GLASSTOP,19.0832741,73.0735977
HUL-I10C181P3394-P3394,Ms Shree Samarth Krupa & General Store,400100372102,W425G - WESTERN 425L GLASSTOP,19.1413968,73.2445384
HUL-I170029P6459-P6459,SHRI RADHE KRISHNA KIRANA AND GENERAL STORE,400100215556,W325G - WESTERN 325L GLASSTOP,19.1574559,73.0773683
HUL-I10C140P7470-P7470,BANARASIYA SWEET,400100262419,W425G - WESTERN 425L GLASSTOP,18.9782994,73.0353101
HUL-I10A042P1313-P1313,DEEPAK SUPER MARKET,30134637,W525G - WESTERN 525L GLASSTOP,19.1165846,72.887249
HUL-I10C032P6245-P6245,Priyadarshani Kirana And General Store,400100369857,W325G - WESTERN 325L GLASSTOP,19.2437367,73.1477233
HUL-I10C181P3509-P3509,Visharti Dhaba,400100379980,W425G - WESTERN 425L GLASSTOP,19.1396048,73.244401
HUL-I134897P5490-P5490,KRUSH PHARMA CHEMIST& DRUGGIST,30125274,W325G - WESTERN 325L GLASSTOP,19.1141231,72.9338547
HUL-I170113P488-P488,MUSKAN BAKERY & GEN STORE,30012755,VT3 - NUCAB 400L GLASSTOP,19.0525887,72.9352554
HUL-I134859P1152-P1152,[HUL]_APNA SUPER MARKET-D-D-D-D,400100324879,W525G - WESTERN 525L GLASSTOP,19.0733542,73.0721548
HUL-I170029P2706-P2706,J K Medical,30114219,W325G - WESTERN 325L GLASSTOP,19.1567438,73.0760164
HUL-I10C181P3212-P3212,Ms. Shree Satguru Krupa Super Market,30112251,W325G - WESTERN 325L GLASSTOP,19.1472404,73.2460368
HUL-I10C032P6094-P6094,Jai Bholenath Enterprises,400100368225,W325G - WESTERN 325L GLASSTOP,19.2457937,73.1444308
HUL-I10A008P1733-P1733,METRO CHEMIST (MLD-W),30153506,W525G - WESTERN 525L GLASSTOP,19.1767164,72.8374203
HUL-I134897P5207-P5207,SWARALE MEDICAL STORE,30051651,W325G - WESTERN 325L GLASSTOP,19.052226,72.932318
HUL-I10C181P3194-P3194,Ram Super Market,400100375073,W425G - WESTERN 425L GLASSTOP,19.1442842,73.2431865
HUL-I170029P2248-P2248,ROYAL CHEMIST LODHA HEAVEN,400100220123,W425G - WESTERN 425L GLASSTOP,19.1554421,73.0762208
HUL-I134859P1144-P1144,NVK Healthcare LLP,400100335981,W425G - WESTERN 425L GLASSTOP,19.06948,73.0762791
HUL-I10C032P6082-P6082,Sai Juice Center,400100368500,W325G - WESTERN 325L GLASSTOP,19.2454988,73.1479778
HUL-I134897P5496-P5496,SUDARSHAN MEDICAL & GENERAL STORE (MANKHURD),30131835,W425G - WESTERN 425L GLASSTOP,19.0514857,72.9294792
HUL-I10A304P2801-P2801,BALAJI SUPER MARKET,30131864,W425G - WESTERN 425L GLASSTOP,19.1517538,73.2459518
HUL-I10C140P7418-P7418,WELLNESS PHARMACY,400100339036,W525G - WESTERN 525L GLASSTOP,19.0693268,73.0777656
HUL-I170029P6635-P6635,New Amrit Medico,400100249925,W525G - WESTERN 525L GLASSTOP,19.1556102,73.0769641
HUL-10A078P62062-P62062,Netra Medical,400100379990,W425G - WESTERN 425L GLASSTOP,18.979268,73.0257643
HUL-I10A008P1006-P1006,GLOBAL CHEMIST GENERAL STORES (MAL-W),400100254236,W425G - WESTERN 425L GLASSTOP,19.1770496,72.8385288
HUL-I10C032P5110-P5110,DEVNARAYAN DAIRY FARM,400100281879,W325G - WESTERN 325L GLASSTOP,19.3167151,73.0567778
HUL-I134897P5526-P5526,HINDMATA MEDICAL & GENERAL STORES,30152228,W325G - WESTERN 325L GLASSTOP,19.0537809,72.9273163
HUL-I10C181P3460-P3460,Maa  Chamunda Dairy,400100377381,W425G - WESTERN 425L GLASSTOP,19.1569256,73.2347642
HUL- I133831P977-P977,PATEL SUPER MARKET,400100377441,W225G - WESTERN 225L GLASSTOP,19.1326189,72.8267076
HUL-I10A042P4832-P4832,GUPTA PROVISION STORES,30062149,W325G - WESTERN 325L GLASSTOP,19.110272,72.8818478
HUL-I10C032P6282-P6282,The neo Aarogyam,400100382372,W425G - WESTERN 425L GLASSTOP,19.2488142,73.14367
HUL-I134897P4728-P4728,APURVA GENERAL STORES & COMMUNICATION CENTRE,400100230951,W425G - WESTERN 425L GLASSTOP,19.1150269,72.9342658
HUL-I134490P9710-P9710,GEETRAJ TRADERS,400100335919,W425G - WESTERN 425L GLASSTOP,19.1342547,72.8259834
HUL-I134897P5174-P5174,"VAIBHAV,S CAKE & SWEET (MANKHURD)",30082296,W425G - WESTERN 425L GLASSTOP,19.0508251,72.9322454
HUL-I170029P6489-P6489,HEALTH HOME PHARMACY,400100292767,W425G - WESTERN 425L GLASSTOP,19.1516921,73.0759584
HUL-I10A008P448202-P448202,Patladevi dairy farm,400100280532,W525G - WESTERN 525L GLASSTOP,19.182728,72.8422196
HUL-I134490P8999-P8999,Alphabet Medical And General Stores,400100319381,W425G - WESTERN 425L GLASSTOP,19.1340428,72.8268968
HUL-I10C032P6121-P6121,Pankaj Super Market,400100389563,W525G - WESTERN 525L GLASSTOP,19.2578154,73.1224645
HUL-I133832P11632-P11632,HEALTH CARE CHEMIST AND DRUGGIST (KHARGHAR),400100389552,W525G - WESTERN 525L GLASSTOP,19.0700858,73.0709903
HUL- I133831P1061-P1061,MICKY GENERAL STORES,400100384419,W425G - WESTERN 425L GLASSTOP,19.1394957,72.8267042
HUL-I10C032P6055-P6055,Aaiji Super Market,400100357184,W325G - WESTERN 325L GLASSTOP,19.2583628,73.122875
HUL-I134490P9093-P9093,1.New Madina General Store,400100286741,W325G - WESTERN 325L GLASSTOP,19.0647686,72.8248654
HUL-I10A301P10475-P10475,GOPI MILK CENTR  ADITYAA,30081665,W425G - WESTERN 425L GLASSTOP,19.048605,72.932546
HUL- I133831P1021-P1021,VIJAY GENERAL STORES,400100319185,W425G - WESTERN 425L GLASSTOP,19.138462,72.8262749
HUL-I10C273P2568-P2568,GAYTRI KIRANA STORE,400100339088,W425G - WESTERN 425L GLASSTOP,19.0654224,73.0707858
HUL-I10C032P5681-P5681,Care Medicine,400100319119,W425G - WESTERN 425L GLASSTOP,19.2619307,73.1229895
HUL-I170029P2068-P2068,RIO MEDICAL,30078212,W425G - WESTERN 425L GLASSTOP,19.1504915,73.0760444
HUL-I10C159P4071-P4071,WOW Cake,400100389982,W525G - WESTERN 525L GLASSTOP,19.128801,73.0004961
HUL-I170107661-661,MILK CITY,400100324859,W525G - WESTERN 525L GLASSTOP,19.0675739,72.8251487
HUL-I134490P3026-P3026,POOJA DAIRY FARM (AND-W),30105451,W425G - WESTERN 425L GLASSTOP,19.1384984,72.8265073
HUL-I10A451P9331-P9331,RADHE FOOD AND GENERAL STORE ( M.A.S) BOOTH. 3199,400100226207,W325G - WESTERN 325L GLASSTOP,19.1111085,72.8708679
HUL-I170107719-719,ANAND STORE,30106531,W325G - WESTERN 325L GLASSTOP,19.1385136,72.8266377
HUL-I10C032P5722-P5722,Pranav Sweets,400100319361,W425G - WESTERN 425L GLASSTOP,19.2617013,73.1228642
HUL-I170029P2354-P2354,RIO SUPER MARKET,30063159,W325G - WESTERN 325L GLASSTOP,19.1458459,73.0802272
HUL-I134490P8887-P8887,Shreenath Dairy,30078067,XF282 - XING XING 300L HARDTOP,19.1385342,72.8273248
HUL-I10C140P7539-P7539,MS SHREE SUKHSAGAR HOSPITALITY SERVICES,400100325956,W325G - WESTERN 325L GLASSTOP,19.0643903,73.0790827
HUL-I170107413-413,SEA SPRAY (BND-W),400100324483,W525G - WESTERN 525L GLASSTOP,19.070755,72.8225233
HUL-I10C140P7367-P7367,Bricks Bikaner 2,400100269222,W525G - WESTERN 525L GLASSTOP,18.9781398,73.0248965
HUL-I10C273P3175-P3175,LAZEEZ SNACKS CORNER,400100377361,W425G - WESTERN 425L GLASSTOP,19.0645146,73.080633
HUL-I134490P9660-P9660,Ms Modern G Stores,400100284889,W325G - WESTERN 325L GLASSTOP,19.1385542,72.8276267
HUL-I170029P2626-P2626,NEW DHANLAXMI MEDICAL STORES,400100280171,W525G - WESTERN 525L GLASSTOP,19.1514582,73.0790694
HUL-I134859P1163-P1163,SANGITA TRADERS,400100339009,W325G - WESTERN 325L GLASSTOP,18.979196,73.0258107
HUL-I170108P2204-P2204,A.S-72,400100291447,W425G - WESTERN 425L GLASSTOP,18.9265214,72.8193261
HUL-I10C273P2422-P2422,SHREE SIDDHI VINAYAK SUPER MARKET,400100389621,W525G - WESTERN 525L GLASSTOP,18.9794497,73.0257432
HUL-I10C273P3176-P3176,HUMPTY DUMPTY KIDS INDOOR SOFT PLAY ZONE,400100386063,W525G - WESTERN 525L GLASSTOP,19.045338,73.0818317
HUL-I134490P3025-P3025,M/s AKSHITA SUPER MARKET (AND-W),30050380,W425G - WESTERN 425L GLASSTOP,19.1373675,72.8278094
HUL-I134897P16243-P16243,SHIVSAGAR DAIRY,400100372052,W425G - WESTERN 425L GLASSTOP,19.1313153,72.9282689
HUL-I134490P1112-P1112,BHOOMI SUPER MARKET (AND-W),30096070,W425G - WESTERN 425L GLASSTOP,19.1373632,72.8278454
HUL-I133832P2315-P2315,AMBIKA MEDICAL GENERAL STORES,30114306,W425G - WESTERN 425L GLASSTOP,18.9801967,73.0245811
HUL-I170107P1090-P1090,SAI MEDICAL & GENERAL STORES,400100335766,W425G - WESTERN 425L GLASSTOP,19.1374833,72.8291558
HUL-I134490P9989-P9989,Sai Krupa General Store,400100324517,W325G - WESTERN 325L GLASSTOP,19.1369013,72.8295423
HUL-I133832P2436-P2436,VISION CHEMIST,30050373,W425G - WESTERN 425L GLASSTOP,18.9803243,73.0243808
HUL-I134897P8934-P8934,JODHPUR SWEET & DAIRY,30130960,W425G - WESTERN 425L GLASSTOP,19.1314013,72.9279313
HUL-I134490P8870-P8870,6.noble Pharmacy & Skin Care,30085968,VERTICAL FREEZER - IARP,19.0701092,72.82895
HUL-I134490P1035-P1035,Kalinga Veg. Restaurant (and-W),30078200,W425G - WESTERN 425L GLASSTOP,19.1369318,72.8314486
HUL-I10C273P2516-P2516,MAHALAXMI SUPER MARKET ULWE SEC 2,400100335815,W425G - WESTERN 425L GLASSTOP,18.9815825,73.0256287
HUL-I10A442P83-P83,Jigar Store,30096227,W425G - WESTERN 425L GLASSTOP,19.1587699,72.7841742
HUL-I133959P354-P354,SHAH LAKHAMSHI GANGJI (KURLA),400100105221,VT3 - NUCAB 400L GLASSTOP,19.0526386,72.8905259
HUL-I10C159P3913-P3913,Janta Super Market,400100339054,W425G - WESTERN 425L GLASSTOP,19.1257761,72.9953324
HUL-I134490P1064-P1064,MANEK STORES (KHR-W),30096060,W425G - WESTERN 425L GLASSTOP,19.0695845,72.8298205
HUL-I10C273P2171-P2171,GOLDBERRY CAKE SHOP,400100271114,W325G - WESTERN 325L GLASSTOP,18.9815303,73.0244205
HUL-I10A042P1316-P1316,SHREE RAM SWEETS DRYFRUIT DAIRY,400100150253,VT3 - NUCAB 400L GLASSTOP,19.0960041,72.8886543
HUL-I10A008P448610-P448610,SWAMI SAMARTH GEN.STORE,400100211744,W325G - WESTERN 325L GLASSTOP,19.1401683,72.7901317
HUL-I10C140P7739-P7739,Krishna Dairy,30049569,W425G - WESTERN 425L GLASSTOP,18.9809148,73.0239723
HUL-I10C159P4004-P4004,Guru Kripa Kirana Store Ghansoli Gaav,400100374965,W425G - WESTERN 425L GLASSTOP,19.1249158,72.9967736
HUL-I10A042P1175-P1175,GULSHAN BAKERS,30114467,W325G - WESTERN 325L GLASSTOP,19.0958987,72.8875468
HUL-I10A451P8825-P8825,City  Bakery Store,400100219064,W425G - WESTERN 425L GLASSTOP,19.0955394,72.8875468
HUL-I134490P9649-P9649,U Care Chemist,400100286628,W325G - WESTERN 325L GLASSTOP,19.0668996,72.8299704
HUL-I10A421P6591-P6591,AKSHAY MEDICAL AND GENERAL STORE,400100254065,W325G - WESTERN 325L GLASSTOP,18.9861505,72.8313758
HUL-I10A341P4412-P4412,SHUBHAM SUPER MARKET,400100286598,W325G - WESTERN 325L GLASSTOP,18.953579,72.8207137
HUL-I10A451P1034-P1034,SAGAR MEDICAL CHEMIST DRUGGEST & GENERAL STORES,30114281,W325G - WESTERN 325L GLASSTOP,19.0962931,72.887916
HUL-I10A421P6501-P6501,JAI BHAWANI MEDICAL AND GENERAL STORES,400100226175,W325G - WESTERN 325L GLASSTOP,18.9859912,72.8275947
HUL- I133831P745-P745,(EXCL. - M) WELLNESS FOREVER MEDICARE PVTLTD(BAND),400100389969,W525G - WESTERN 525L GLASSTOP,19.0648957,72.82985
HUL-I10A341P5721-P5721,K NATH GENERAL STORES,30050618,W325G - WESTERN 325L GLASSTOP,18.9529511,72.8216023
HUL-I10A042P5132-P5132,DIVYA PHARMACY,30066507,W425G - WESTERN 425L GLASSTOP,19.0938915,72.8853316
HUL-I10A341P4427-P4427,SHREE SWAMI SAMARTH MEDICALAND GENERAL STORES,400100292763,W425G - WESTERN 425L GLASSTOP,18.953162,72.8221392
HUL-I10A421P6572-P6572,Ganapati Medical Ana General Stores,400100256316,W425G - WESTERN 425L GLASSTOP,18.9983296,72.8167002
HUL-I10A421P6465-P6465,Mrunmai Milk Centre (Arey 4445 STD 1975),30050711,W325G - WESTERN 325L GLASSTOP,19.0046586,72.8149236
HUL-I10A341P3481-P3481,SIA MEDICAL AND SUPER MART,400100265618,W425G - WESTERN 425L GLASSTOP,18.9580387,72.8212743
HUL-I134859P1042-P1042,New ZIA SUPER market,400100386075,W525G - WESTERN 525L GLASSTOP,19.0502516,73.06939560000001
HUL-I133832P12467-P12467,JANTA SUPER MARKET,30130525,W425G - WESTERN 425L GLASSTOP,18.9834513,73.0282369
HUL-I10C181P3531-P3531,KGN KIRANA STORE,400100324566,W425G - WESTERN 425L GLASSTOP,19.1532686,73.2313254
HUL-I10C273P3162-P3162,Chintamani Medical,400100377338,W425G - WESTERN 425L GLASSTOP,19.0502761,73.0687715
HUL-I10C181P3151-P3151,Sagar Medical,400100319246,W425G - WESTERN 425L GLASSTOP,19.1550935,73.231518
HUL-I10C181P3161-P3161,Ms. Maruti Supar Market,400100319125,W425G - WESTERN 425L GLASSTOP,19.1550731,73.2315823
